식당ID,식당명,도로명주소,지번주소,식당위도,식당경도,식당전화번호,식당업태,영업인허가명,음식점소개내용
171860,땡기요(동구점),광주광역시 동구 필문대로191번길 5-29,광주광역시 동구 산수동 522-50,35.1541,126.9326,062-223-0331,한식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""땡기요(동구점)""를 추천합니다."
171861,가호,광주광역시 동구 동명로 6,광주광역시 동구 장동 58-83,35.1498,126.9227,062-222-7005,기타,일반음식점,"""가호""는 광주광역시 동구에 있습니다."
171862,녹동앞바다,광주광역시 동구 필문대로205번길 19-22,광주광역시 동구 지산동 712-47,35.153,126.9332,062-222-0298,회집,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""녹동앞바다""를 추천합니다."
171863,산들밭,광주광역시 동구 지산로89번길 7,광주광역시 동구 지산동 713-36,35.1517,126.9324,062-233-5336,기타,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""산들밭""에 가보시는 건 어떨까요?"
171864,맛나수산,광주광역시 동구 제봉로194번길 5-7,광주광역시 동구 대인동 312-9,35.1539,126.9161,062-232-4621,한식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 금남로4가역 근처에 있는 ""맛나수산""을 추천합니다!"
171865,미래식당,광주광역시 동구 학소로76번길 7-1,광주광역시 동구 소태동 559-7,35.1268,126.9347,062-227-7300,한식,일반음식점,"""미래식당""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 소태역입니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
171866,데이지,광주광역시 동구 증심천로 110,광주광역시 동구 학동 262-12,35.1343,126.9388,062-234-5673,기타,일반음식점,"광주광역시 동구에 가신다면 ""데이지""에 방문해보세요~"
171867,백두대간,광주광역시 동구 제봉로222번길 5,광주광역시 동구 대인동 316-8,35.1555,126.9141,062-233-1232,기타,일반음식점,"""백두대간""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로5가역입니다."
171868,한정식전문백운산,광주광역시 동구 중앙로196번길 20,광주광역시 동구 금남로2가 7-3,35.1494,126.9175,062-222-4569,한식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 금남로4가역 근처에 있는 ""한정식전문백운산""을 추천합니다!"
171869,주짱,광주광역시 동구 무등로 487,광주광역시 동구 산수동 526-61,35.1552,126.9331,062-261-9295,기타,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""주짱""을 방문해보세요!"
171870,사운드오브뮤직,광주광역시 동구 서석로85번길 22,광주광역시 동구 궁동 14-2,35.1508,126.919,062-222-2231,기타,일반음식점,"""사운드오브뮤직""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
171871,땡칠이,광주광역시 동구 문화전당로23번길 31,광주광역시 동구 금동 78,35.1438,126.9163,062-226-0726,김밥(도시락),일반음식점,"""땡칠이""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
171872,산수골맛집,광주광역시 동구 필문대로159번길 25-14,광주광역시 동구 산수동 508-28,35.1578,126.9349,062-267-6785,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""산수골맛집""을 추천합니다!"
171873,스틸,광주광역시 동구 밤실로 116-1,광주광역시 동구 산수동 108-8,35.158,126.9356,062-251-1261,,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""스틸""을 추천합니다!"
171874,광주충장점한신포차,광주광역시 동구 백서로125번길 34-2,광주광역시 동구 금동 7-1,35.1448,126.9177,062-225-2090,회집,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""광주충장점한신포차""를 방문해보세요!"
171875,새명가식당,광주광역시 동구 지산로52번길 15-23,광주광역시 동구 지산동 429-4,35.1488,126.9343,062-222-9164,한식,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""새명가식당""에 가보시는 건 어떨까요?"
171876,동천장어구이장어탕,광주광역시 동구 독립로264번길 27,광주광역시 동구 대인동 27-22,35.1532,126.9137,062-224-0809,한식,일반음식점,"""동천장어구이장어탕""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
171877,모아원조국밥,광주광역시 동구 학소로86번길 2,광주광역시 동구 소태동 552-8,35.1275,126.9339,062-234-0510,기타,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""모아원조국밥""에 방문해보세요. 소태역 근처에 있습니다."
171878,진서칼족,광주광역시 동구 무등로 499-2,광주광역시 동구 산수동 509-50,35.1556,126.9345,062-269-9310,기타,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""진서칼족""을 추천합니다!"
171879,목포복집,광주광역시 동구 구성로 150,광주광역시 동구 수기동 77-5,35.15,126.9108,062-223-8549,한식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""목포복집""에 방문해보세요. 금남로4가역 근처에 있습니다. 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 레드테이블에서 온라인 예약이 가능합니다!"
171880,프르트팝,광주광역시 동구 충장로 82-2,광주광역시 동구 충장로2가 23,35.1482,126.9161,062-232-6714,경양식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""프르트팝""을 추천합니다!"
171881,알랭,광주광역시 동구 동명로20번길 17-6,광주광역시 동구 동명동 154-112,35.1508,126.9256,062-228-2345,,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""알랭""을 추천합니다! 이 매장은 블루리본 서베이에서 리본 1개를 받은 식당으로, ""시간을 내어 다시 방문하고 싶은 곳""이라 평가받았습니다."
171882,보덕화소주코너,광주광역시 동구 구성로 232,광주광역시 동구 계림동 471-30,35.1555,126.9169,062-223-2569,호프/통닭,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""보덕화소주코너""에 방문해보세요. 금남로4가역 근처에 있습니다."
171883,계화,광주광역시 동구 필문대로205번길 12,광주광역시 동구 지산동 713-3,35.152,126.9323,062-225-0307,한식,일반음식점,"광주광역시 동구에 가신다면 ""계화""에 방문해보세요~"
171884,박카스,광주광역시 동구 갈마로 56,광주광역시 동구 산수동 677,35.1616,126.9366,,기타,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""박카스""를 추천합니다!"
171885,아메리칸핫도그(조대점),광주광역시 동구 필문대로273번길 32-1,광주광역시 동구 지산동 502-9,35.1455,126.9308,062-226-0607,기타 휴게음식점,휴게음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""아메리칸핫도그(조대점)""에 가보시는 건 어떨까요?"
171887,스타벅스(충장서림점),광주광역시 동구 충장로 93-5,광주광역시 동구 금남로2가 35,35.148,126.9176,062-233-1849,다방,휴게음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""스타벅스(충장서림점)""에 방문해보세요. 문화전당역(구도청) 근처에 있습니다."
171888,청자다방(금남점),광주광역시 동구 중앙로196번길 31-13,광주광역시 동구 대의동 80-3,35.1491,126.919,062-222-2215,패스트푸드,휴게음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 문화전당역(구도청) 근처에 있는 ""청자다방(금남점)""을 추천합니다!"
192475,고래통닭,광주광역시 동구 서남로33번길 4-1,광주광역시 동구 서석동 436-8,35.1446,126.9257,062-222-6644,한식,일반음식점,"""고래통닭""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
192476,통큰돈가스,광주광역시 동구 필문대로287번길 23-10,광주광역시 동구 지산동 505-11,35.1452,126.9297,062-955-8557,호프/통닭,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""통큰돈가스""를 추천합니다!"
192477,탕화쿵푸 마라탕,광주광역시 동구 필문대로295번길 23-8,광주광역시 동구 서석동 445-6,35.1444,126.9292,062-222-0554,식육(숯불구이),일반음식점,"""탕화쿵푸 마라탕""을 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
192478,대박나자부자치킨(산수점),광주광역시 동구 무등로 486,광주광역시 동구 산수동 523-8,35.1549,126.933,062-236-4992,호프/통닭,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""대박나자부자치킨(산수점)""을 추천합니다!"
192479,마당쇠,광주광역시 동구 필문대로287번길 16,광주광역시 동구 서석동 422-11,35.1452,126.9285,062-222-5408,기타,일반음식점,"""마당쇠""를 광주광역시 동구의 가 볼 만한 식당으로 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
192480,즐거운포장마차,광주광역시 동구 남문로753번길 11,광주광역시 동구 학동 634-12,35.1364,126.9241,,한식,일반음식점,"""즐거운포장마차""를 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
192481,행복식당,광주광역시 동구 제봉로17번길 7-3,광주광역시 동구 학동 57-5,35.1397,126.9218,062-227-6581,정종/대포집/소주방,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""행복식당""을 방문해보세요!"
192482,온천 할머니집,광주광역시 동구 지호로127번길 29,광주광역시 동구 지산동 67-21,35.1496,126.9447,062-225-0776,한식,일반음식점,"광주광역시 동구 근처로 갈 일정이 있으시다면, 맛집으로 소문난 ""온천 할머니집""을 꼭 방문해보세요. 2017년 03월 04일 SBS 백종원의3대천왕 75회에 방영되었답니다."
192483,남도면옥,광주광역시 동구 경양로247번길 15,광주광역시 동구 계림동 485-7,35.158,126.9187,062-222-1511,한식,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""남도면옥""에 가보시는 건 어떨까요?"
192484,변사또(대인점),광주광역시 동구 구성로 222,광주광역시 동구 대인동 311-3,35.1547,126.9161,062-227-8239,정종/대포집/소주방,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""변사또(대인점)""에 방문해보세요. 금남로4가역 근처에 있습니다."
192485,가원,광주광역시 동구 필문대로 230,광주광역시 동구 동명동 18-12,35.1505,126.9297,062-225-9233,한식,일반음식점,"광주광역시 동구에 방문하신다면, ""가원""에 가보시는 것은 어떨까요? 2016년 06월 28일 KBS2 2TV생생정보 121회에 방영되었을 만큼 소문난 매장이랍니다! 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 레드테이블에서 온라인 예약이 가능합니다!"
192486,미향,광주광역시 동구 서석로85번길 8-3,광주광역시 동구 대의동 6-1,35.15,126.9201,062-223-2624,뷔페식,일반음식점,"""미향""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
192487,대왕김밥,광주광역시 동구 남문로 756,광주광역시 동구 학동 37-4,35.1373,126.9252,062-234-0868,분식,일반음식점,"""대왕김밥""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 학동증심사입구역입니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
192488,태평,광주광역시 동구 필문대로191번길 3-1,광주광역시 동구 산수동 522-36,35.1536,126.9321,062-222-1238,호프/통닭,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""태평""을 추천합니다."
192489,처갓집양념치킨(두암타운점),광주광역시 동구 밤실로 147,광주광역시 동구 산수동 568-1,35.1598,126.9339,062-261-2962,,일반음식점,"""처갓집양념치킨(두암타운점)""을 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
192490,이모네,광주광역시 동구 필문대로287번길 23-14,광주광역시 동구 지산동 505-1,35.1454,126.9298,062-227-9555,호프/통닭,일반음식점,"광주광역시 동구에 가신다면 ""이모네""에 방문해보세요~"
192491,이모네,광주광역시 동구 필문대로287번길 23-14,광주광역시 동구 지산동 505-1,35.1454,126.9298,062-227-9555,호프/통닭,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""이모네""를 추천합니다."
